Date,Actual,Predicted
2013-10-16,[28.13224792],27.947138767242432
2013-10-17,[28.1408596],27.97383270263672
2013-10-18,[28.62308121],28.089174613952636
2013-10-21,[28.77806282],28.373107204437257
2013-10-22,[28.76946259],28.655377769470213
2013-10-23,[28.63168144],28.569980907440186
2013-10-24,[28.70057487],28.44951042175293
2013-10-25,[28.84695625],28.47344654083252
2013-10-28,[28.941679],28.706856842041017
2013-10-29,[29.13112259],28.510509223937987
2013-10-30,[29.07085609],28.726973171234132
2013-10-31,[28.97612572],28.89260223388672
2013-11-01,[28.9847374],28.936773986816405
2013-11-04,[29.09668732],28.941939735412596
2013-11-05,[29.01918221],29.000841007232665
2013-11-06,[29.31195831],29.062067832946777
2013-11-07,[28.93307495],28.82879222869873
2013-11-08,[29.19140053],28.961834354400636
