Date,Close,High,Low,Open,Volume
,XLP,XLP,XLP,XLP,XLP
2013-01-02,25.941463470458984,25.94871123741929,25.57190751766575,25.651616368950002,10813900
2013-01-03,25.876245498657227,25.955954344118854,25.80378441962646,25.905231035954724,6537300
2013-01-04,25.948713302612305,25.992188850981513,25.84726390658622,25.84726390658622,5942500
2013-01-07,25.774805068969727,25.934222798157492,25.702343972546366,25.912482257859573,3029900
2013-01-08,25.70233917236328,25.76030748583305,25.65886086410111,25.76030748583305,4506100
2013-01-09,25.76030731201172,25.818278389303444,25.70958400148801,25.767555078779736,4310400
2013-01-10,25.912479400634766,25.92697217116413,25.782049994297168,25.840018312201284,4083300
2013-01-11,26.028423309326172,26.028423309326172,25.912483889221456,25.941469435301087,3021900
2013-01-14,26.108121871948242,26.129862405032128,26.006675264932536,26.021168032250884,5080900
2013-01-15,26.18783950805664,26.209577284230736,25.999438998049275,26.05740732258475,4265900
2013-01-16,26.15160369873047,26.209572011604354,26.100880388385903,26.122618160186974,3322600
2013-01-17,26.325510025024414,26.40521609716236,26.202322887697292,26.26753895705573,6186500
2013-01-18,26.434206008911133,26.434206008911133,26.26029830462958,26.376237695554988,5659500
2013-01-22,26.44145393371582,26.4559439389816,26.32551454209761,26.412468394757983,3817600
2013-01-23,26.434206008911133,26.44869877830345,26.36898992875227,26.426961006321534,3602400
2013-01-24,26.506669998168945,26.550145542366163,26.43420615081836,26.448698920288475,4569000
2013-01-25,26.637100219726562,26.65884075671145,26.557394131492714,26.60811744410208,3930800
2013-01-28,26.65884780883789,26.70232336588191,26.564646161552588,26.637107266101925,5114700
2013-01-29,26.803756713867188,26.84723224484855,26.622601296878717,26.6443390623694,4868900
2013-01-30,26.753036499023438,26.85448587663991,26.72405372677449,26.7892698017072,4374500
2013-01-31,26.71680450439453,26.818251112268918,26.709559502780397,26.774775574158607,4374900
2013-02-01,26.93419075012207,26.97042405118417,26.79651360440952,26.897960213272743,4855400
2013-02-04,26.680583953857422,26.847246695488238,26.658846176666295,26.847246695488238,4501000
2013-02-05,26.999408721923828,27.071872564934107,26.825501027125107,26.832746029319647,7608700
2013-02-06,27.035642623901367,27.04288762625626,26.883469932318313,26.926948239086762,2893700
2013-02-07,27.180561065673828,27.20230159818988,26.999405625245092,27.01389839218491,8721400
2013-02-08,27.158828735351562,27.296505902527787,27.129843195668187,27.216799814718314,7203800
2013-02-11,27.158828735351562,27.19505927784918,27.10810542301226,27.19505927784918,2957700
2013-02-12,27.129846572875977,27.18781765945915,27.086371022152147,27.18781765945915,3308400
2013-02-13,27.158828735351562,27.18056650800749,27.079119883328882,27.18056650800749,3165800
2013-02-14,27.21680450439453,27.311003378276922,27.18781895971671,27.238542280796054,7964100
2013-02-15,27.253028869628906,27.31099718161829,27.122596712386468,27.173320021957075,5690500
2013-02-19,27.528379440307617,27.53562444101232,27.318238485109966,27.325483485814672,8140800
2013-02-20,27.477659225463867,27.629831914767323,27.470414223217507,27.557368071238773,10454300
2013-02-21,27.56462287902832,27.622591204446067,27.39071237434769,27.455928468076213,9752400
2013-02-22,27.724031448364258,27.724031448364258,27.550123748035322,27.62258482913687,6182400
2013-02-25,27.34722900390625,27.861709838355072,27.332736235641267,27.818231533560123,7873900
2013-02-26,27.412445068359375,27.506643915725867,27.296502922284482,27.412445068359375,7656600
2013-02-27,27.615341186523438,27.69505003818793,27.325491319418592,27.44867848041277,6405800
2013-02-28,27.600854873657227,27.78201039192376,27.58636210049024,27.644333193158175,8069700
2013-03-01,27.695056915283203,27.71679469323926,27.455930300911024,27.46317806970563,6584800
2013-03-04,27.90518569946289,27.90518569946289,27.62258362558195,27.644324160335596,5105800
2013-03-05,27.999391555786133,28.050114870877433,27.926930466859517,27.999391555786133,8253900
2013-03-06,27.934171676635742,28.064603830361783,27.90518613931596,28.021125524382107,5795700
2013-03-07,27.934171676635742,28.006635519935198,27.912433905752394,28.006635519935198,3375900
2013-03-08,27.984899520874023,28.02837783390104,27.86896011701541,28.021130066289825,5178500
2013-03-11,28.013877868652344,28.064601172050903,27.984892334078104,28.028370635939464,3624300
2013-03-12,27.984899520874023,28.02837783390104,27.941423972060438,28.00664005949425,5323300
2013-03-13,28.057357788085938,28.07909555816349,27.948663409272413,28.042865019963276,4113000
2013-03-14,28.15156364440918,28.180549187872014,28.03562423477141,28.09359532169708,4250900
2013-03-15,28.02849769592285,28.101316788655364,27.970240199440582,28.101316788655364,9104400
2013-03-18,27.941110610961914,28.05762282255241,27.81731760146525,27.87557231832537,5045300
2013-03-19,28.17414093017578,28.188705306906275,27.9702452116905,27.9702452116905,8304900
2013-03-20,28.443572998046875,28.494546919182863,28.268803284244665,28.268803284244665,6377100
2013-03-21,28.3561954498291,28.501836459691287,28.3343502706047,28.392607785698058,5588600
2013-03-22,28.61833953857422,28.64018748866661,28.42172465496464,28.479982151383915,6132500
2013-03-25,28.59649658203125,28.756701931726777,28.501829531950204,28.662034881645734,6281900
2013-03-26,28.865930557250977,28.880494932473194,28.676599235103197,28.7057252076771,7227800
2013-03-27,28.84407615661621,28.844076156616207,28.683870858289325,28.800383044926246,5357900
2013-03-28,28.960596084594727,28.98244125734423,28.756700397944982,28.865929039562893,5040400
2013-04-01,28.94603157043457,28.982441117464816,28.851364525859633,28.9314671960484,5370100
2013-04-02,29.259153366088867,29.29556290651273,29.018845399125627,29.033409770869145,8043900
2013-04-03,28.938751220703125,29.324697425372243,28.873212923884747,29.324697425372243,11956200
