Date,Close,High,Low,Open,Volume
,XLK,XLK,XLK,XLK,XLK
2013-01-02,25.313983917236328,25.330967858035972,25.033755372753188,25.152641338672947,15041500
2013-01-03,25.152633666992188,25.364928003203648,25.07620757638188,25.296993880403072,9789700
2013-01-04,25.05074119567871,25.152643228454988,24.965823104978128,25.127167315341453,6832900
2013-01-07,25.016759872436523,25.07620363776804,24.87240130137668,24.974301659733865,7688000
2013-01-08,24.923362731933594,25.067722987840284,24.787494446336442,25.01677116598306,5565200
2013-01-09,24.965818405151367,25.016768602109174,24.914868208193557,24.94883446627291,11599300
2013-01-10,25.09320068359375,25.152644483825508,24.880906256085588,25.144152512363828,9735300
2013-01-11,25.127166748046875,25.161133011753535,25.03375668841736,25.08470851349409,5057900
2013-01-14,24.965818405151367,25.0252605715484,24.872409980674977,24.95732643571214,9731500
2013-01-15,24.804475784301758,24.855427604139816,24.711067353953975,24.855427604139816,8084200
2013-01-16,24.88939666748047,24.991298698955465,24.787496255683312,24.821462519723084,8722400
2013-01-17,24.99129295349121,25.084702992561965,24.965817046559877,25.016767240745075,6353100
2013-01-18,24.957321166992188,24.965813134638683,24.82994489164919,24.89787901314394,7740500
2013-01-22,25.025257110595703,25.025257110595703,24.838438667802055,24.974306920684224,6399500
2013-01-23,25.288501739501953,25.38191014541512,25.220567617166363,25.25453386849554,9487300
2013-01-24,24.855430603027344,25.084708960928786,24.82146271903697,24.88939686733986,13378500
2013-01-25,24.880895614624023,25.04223976403379,24.846929362982483,24.94882973758436,16208500
2013-01-28,24.965818405151367,25.050736479866085,24.86391801123575,24.914868208193557,7214200
2013-01-29,24.999788284301758,25.05923045545752,24.80447621091865,24.923362172907865,6791400
2013-01-30,24.923362731933594,25.10168924940071,24.889394850695446,24.982804904422633,5963300
2013-01-31,24.965818405151367,25.15263849345926,24.94034411651124,25.008278252347505,5417300
2013-02-01,25.24604034423828,25.305482495157456,25.084697825936846,25.17810622609106,7322500
2013-02-04,24.914867401123047,25.19509590482985,24.897883462794756,25.161128028173266,10881800
2013-02-05,25.20358657836914,25.296996614695374,24.982800250483677,25.008276156666494,9629600
2013-02-06,25.195100784301758,25.29700281432912,25.0931987542744,25.0931987542744,7434800
2013-02-07,25.195100784301758,25.24605098947653,24.9573304606898,25.220576696728052,9934300
2013-02-08,25.415882110595703,25.475324274755067,25.28850581315743,25.29699778227698,9132600
2013-02-11,25.46683692932129,25.492312841305274,25.364936520740923,25.44985298799863,6435600
2013-02-12,25.381914138793945,25.492308117256023,25.33945591303314,25.441356302730068,5368900
2013-02-13,25.37342071533203,25.47532271886555,25.29699623727864,25.415880558336582,8997300
2013-02-14,25.305490493774414,25.339458373423234,25.18660615435883,25.22906438424221,6369500
2013-02-15,25.288501739501953,25.415878016421534,25.21207564941476,25.322467990831132,5011700
2013-02-19,25.458335876464844,25.458335876464844,25.330959601341643,25.330959601341643,4618600
2013-02-20,25.110177993774414,25.466832602566505,25.101686024555853,25.44984866412938,6662200
2013-02-21,24.906373977661133,25.042242236999034,24.82145591065559,25.025258299662443,16631600
2013-02-22,25.212080001831055,25.220571971048646,24.982801691988655,25.076211733704636,8672700
2013-02-25,24.855430603027344,25.432871673440822,24.838446661032158,25.347953583142747,8079300
2013-02-26,24.999788284301758,25.050738485338456,24.80447621091865,24.923362172907865,7609500
2013-02-27,25.212080001831055,25.339456300739883,24.940343465578216,24.965817753553473,8249700
2013-02-28,25.161128997802734,25.38191534554642,25.161128997802734,25.22057278424253,6665200
2013-03-01,25.20358657836914,25.263028739784954,24.923358089067865,25.04224241189949,5505200
2013-03-04,25.280012130737305,25.296996067825354,25.093192062123514,25.127159936299616,4998400
2013-03-05,25.62818145751953,25.687623633224824,25.424379018096605,25.424379018096605,12436800
2013-03-06,25.611190795898438,25.721584767251706,25.568732572871724,25.713092798710885,7174900
2013-03-07,25.670637130737305,25.713096980346506,25.58571905119655,25.61968693088391,5327000
2013-03-08,25.721586227416992,25.789520359922655,25.645160125888438,25.789520359922655,5990200
2013-03-11,25.781030654907227,25.798012974766866,25.594210559352604,25.670636667592657,5368500
2013-03-12,25.687620162963867,25.755554300260634,25.577227797235714,25.713096071829252,4852100
2013-03-13,25.670637130737305,25.77253915012174,25.58571905119655,25.679129100659143,5485400
2013-03-14,25.857460021972656,25.874442343972586,25.755557991583963,25.755557991583963,5756100
2013-03-15,25.750022888183594,25.877920024368876,25.681810973798086,25.86086663919742,9855100
2013-03-18,25.758546829223633,25.86939220169557,25.511279260240517,25.545384402793246,6172400
2013-03-19,25.724445343017578,25.87792257207,25.511282886289326,25.826764037819352,7275800
2013-03-20,25.852338790893555,25.912024010025128,25.77560018735289,25.869392175302647,7306900
2013-03-21,25.562435150146484,25.664753819849775,25.502749937111265,25.59654191548094,5796800
2013-03-22,25.724445343017578,25.75855049041785,25.60507488766591,25.630653341640993,3409200
2013-03-25,25.66475486755371,25.877917280695684,25.570962885355193,25.835283822287202,4575100
2013-03-26,25.826763153076172,25.835288219908836,25.7329711549126,25.79265638054381,4224800
2013-03-27,25.758546829223633,25.775600213650122,25.605071248285967,25.647703083051944,7230400
2013-03-28,25.80971336364746,25.835291820310914,25.656236118464122,25.698867963770315,7415900
2013-04-01,25.639177322387695,25.835286371516826,25.570965408503636,25.835286371516826,4630000
2013-04-02,25.741491317749023,25.852335047758668,25.681806107259213,25.732964626779047,4217800
2013-04-03,25.536867141723633,25.80971487073705,25.494233667627316,25.767081396640737,8473700
2013-04-04,25.54538917541504,25.596549338252718,25.42601871472823,25.536864107909313,5635700
2013-04-05,25.349271774291992,25.391905229326298,25.127582687013653,25.195794588768525,7012500
2013-04-08,25.460115432739258,25.460115432739258,25.272531495701315,25.366323464220287,6323000
2013-04-09,25.639177322387695,25.70738923627175,25.40896150316638,25.51980687966567,5970100
2013-04-10,26.091073989868164,26.11665243302121,25.690327699939374,25.7073810795746,10551900
2013-04-11,26.005817413330078,26.048449250372776,25.89497366123885,25.954658883618766,6243200
2013-04-12,25.894968032836914,25.963179933059237,25.72443746913111,25.886441342021623,5749500
2013-04-15,25.468650817871094,25.852342260772918,25.468650817871094,25.801183726979435,16420100
2013-04-16,25.784128189086914,25.81823495963732,25.588019137323073,25.65623105212355,8310500
2013-04-17,25.255477905273438,25.570957297050263,25.14463256393579,25.553903917413734,12046500
2013-04-18,24.991165161132812,25.374858221322846,24.922953242243523,25.36633152817413,15772400
2013-04-19,25.025272369384766,25.119062743052538,24.8121099158573,24.940007062713686,8610000
2013-04-22,25.221378326416016,25.28959023808197,24.991162514680816,25.110534579821433,7321300
2013-04-23,25.49422264099121,25.588014617135908,25.26400685934516,25.340745453227175,12453800
2013-04-24,25.536867141723633,25.605079073976988,25.30665126050578,25.33222971866282,5547900
2013-04-25,25.62212562561035,25.75854946236758,25.562440400316618,25.59654717265613,6468800
2013-04-26,25.61359977722168,25.69033676004311,25.511281089625825,25.57949300592294,5367100
2013-04-29,25.98023223876953,26.048444140436896,25.67327949441641,25.67327949441641,8256000
2013-04-30,26.261611938476562,26.270138631226438,25.95465913098292,26.014344353931676,13396000
2013-05-01,26.03139305114746,26.26160720873077,26.005812977504846,26.22750207017401,8689200
2013-05-02,26.36392593383789,26.39803107246818,26.056971554664987,26.065498245897572,6413500
2013-05-03,26.611188888549805,26.67087571689225,26.55150368650714,26.585610445559965,10429700
2013-05-06,26.739093780517578,26.773198921142644,26.645301797773364,26.67940856469859,7241500
2013-05-07,26.722042083740234,26.79878068786555,26.585618260028628,26.756147226518006,6280500
2013-05-08,26.935197830200195,26.94372452035463,26.645296870148986,26.696455384775714,8493400
2013-05-09,26.858463287353516,27.020467172069832,26.78172469071421,26.88404336166665,10263900
2013-05-10,26.935197830200195,26.97782965467249,26.815827420637884,26.909617759736904,4694300
2013-05-13,26.866992950439453,26.9437315555665,26.824359488535382,26.909624786043242,4732900
2013-05-14,26.952253341674805,27.046043688190007,26.841407987202313,26.841407987202313,7373400
2013-05-15,27.037527084350586,27.04605377836032,26.87552477706736,26.935210008834925,6418800
2013-05-16,27.182470321655273,27.34447421168284,27.097206657083014,27.10573334880027,9150900
2013-05-17,27.455326080322266,27.463851147758476,27.216583534594925,27.284795458188373,17189600
2013-05-20,27.455326080322266,27.54911808512596,27.36153407551857,27.387112530428276,8091100
2013-05-21,27.370054244995117,27.45532116710381,27.26773719106518,27.395635947927975,8384500
2013-05-22,27.071630477905273,27.532062139098556,26.96078672222933,27.41269169047825,14408400
2013-05-23,27.063106536865234,27.156898542490055,26.781732146291326,26.841417376670556,17014400
2013-05-24,27.020465850830078,27.037517606571605,26.832881900973053,26.884042047097708,5276700
2013-05-28,27.14836311340332,27.404157340238516,27.088677902228444,27.318893682160137,6305900
2013-05-29,27.08015251159668,27.165417800069676,26.884043486518863,27.011940606078305,8231000
2013-05-30,27.250680923461914,27.36152628417529,27.07162528487888,27.105732050113787,8837500
2013-05-31,26.994890213012695,27.387108306609456,26.97783682816928,27.14836742400283,6966300
2013-06-03,27.131319046020508,27.139845740015744,26.841417955384788,27.029001970678834,10004600
2013-06-04,27.011945724487305,27.31037185124046,26.93520711295066,27.15689625446759,9273600
2013-06-05,26.747621536254883,27.011942485239295,26.713514767972907,26.943730574975568,7927300
2013-06-06,26.807308197021484,26.84994003336786,26.525933848754573,26.756148041845456,14726800
2013-06-07,27.054567337036133,27.0801474066459,26.807299836007623,26.94372362132676,6511400
2013-06-10,27.114267349243164,27.225112751794484,27.071635502908464,27.15690082187855,6391000
2013-06-11,26.832887649536133,27.10573694175496,26.798782504446514,26.866994420926126,7307600
2013-06-12,26.653827667236328,27.028993960339175,26.594142453258627,26.97783381152962,8950700
2013-06-13,26.960779190063477,27.011937707136862,26.560032865138822,26.60266631794992,7608600
2013-06-14,26.756149291992188,27.01194520092313,26.73057083950936,26.926679897946148,5779300
2013-06-17,27.003419876098633,27.165423797332636,26.89257611502303,26.926681262161498,6588400
2013-06-18,27.21657943725586,27.2847913505803,27.037522148341523,27.054575533247707,6318800
2013-06-19,26.901094436645508,27.25068064523367,26.884042680502226,27.24215558031206,11223700
2013-06-20,26.304243087768555,26.74762131394785,26.244557870071382,26.619722560253667,15781500
2013-06-21,26.145708084106445,26.377086422300668,25.965746609562284,26.342807423525542,12111100
